year,county,agency_name,agency_code,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2006,Tehama,All Combined,All Combined,453,1456,73.06,12.91,3935,1226,2685,24,0,0,0,0,0,0,14,3,11,,,61000,12200,45018,488,915,854,1525,0.2,0.73,0,0.01,0.01,0.02,6450.819672131150,2009.8360655737700,4401.639344262290,39.34426229508200,742.6229508196720,2386.8852459016400,0,0,0,0,0,0,22.950819672131100,4.918032786885250,18.0327868852459
2007,Tehama,All Combined,All Combined,379,1466,70.97,12.68,3953,1059,2873,21,1,0,1,0,0,0,4,1,3,,,61777,12355,45591,494,927,865,1544,0.19,0.73,0,0.01,0.01,0.02,6398.8215678974400,1714.2302151286100,4650.598119041070,33.99323372776280,613.4969325153370,2373.0514592809600,1.6187254156077500,0,1.6187254156077500,0,0,0,6.474901662431000,1.6187254156077500,4.856176246823250
2008,Tehama,All Combined,All Combined,393,1443,68.95,11.71,4061,1030,3017,14,0,0,0,0,0,0,15,7,8,,,62365,12473,46025,499,935,873,1559,0.2,0.73,0,0.01,0.01,0.02,6511.665196825140,1651.5673855527900,4837.649322536680,22.448488735669000,630.1611480798530,2313.797803255030,0,0,0,0,0,0,24.051952216788300,11.224244367834500,12.82770784895370
2009,Tehama,All Combined,All Combined,387,1344,70.8,14.28,4053,1170,2871,12,1,0,1,0,0,0,11,1,10,,,62921,12584,46436,503,944,881,1573,0.19,0.73,0,0.01,0.01,0.02,6441.410657809000,1859.4745792342800,4562.864544428730,19.071534145992600,615.0569762082610,2136.0118243511700,1.5892945121660500,0,1.5892945121660500,0,0,0,17.482239633826500,1.5892945121660500,15.892945121660500
2010,Tehama,All Combined,All Combined,369,1590,64.76,11.76,3781,1209,2564,8,2,0,2,0,0,0,11,3,8,,,63418,14586,44837,317,1078,888,1776,0.22,0.7,0,0.01,0.01,0.02,5962.029707653980,1906.3988142167800,4043.016178372070,12.614715065123500,581.8537323788200,2507.174619193290,3.1536787662808700,0,3.1536787662808700,0,0,0,17.345233214544800,4.7305181494213,12.614715065123500
2011,Tehama,All Combined,All Combined,348,1453,68.39,14.45,3339,1102,2214,23,1,0,1,0,0,0,8,2,6,,,62985,14487,44530,315,1071,882,1764,0.23,0.7,0,0.01,0.01,0.02,5301.262205286970,1749.6229260935100,3515.122648249580,36.516630943875500,552.5125029768990,2306.8984678891800,1.5876796062554600,0,1.5876796062554600,0,0,0,12.701436850043700,3.1753592125109200,9.526077637532750
2012,Tehama,All Combined,All Combined,354,1507,84.74,19.24,3537,1249,2254,34,1,1,0,0,0,0,7,3,4,,,63818,14678,45119,319,1085,893,1787,0.22,0.7,0,0.01,0.01,0.02,5542.323482403080,1957.1280829859900,3531.9188943558200,53.27650506126800,554.7024350496730,2361.4027390391400,1.566956031213760,1.566956031213760,0,0,0,0,10.968692218496300,4.700868093641290,6.267824124855060
2013,Tehama,All Combined,All Combined,351,1676,80.62,20.76,3968,1563,2388,17,3,1,2,0,0,0,12,4,8,,,64021,14725,45263,320,1088,896,1793,0.23,0.7,0,0.01,0.01,0.02,6197.966292310340,2441.3864200809100,3730.026085190800,26.55378703862790,548.2576029740240,2617.891004514140,4.685962418581400,1.5619874728604700,3.1239749457209400,0,0,0,18.743849674325600,6.247949891441870,12.495899782883700
2014,Tehama,All Combined,All Combined,321,1589,81.3,24.54,3827,1431,2383,13,1,1,0,0,0,0,11,4,7,,,64209,14768,45396,321,1092,899,1798,0.22,0.7,0,0.01,0.01,0.02,5960.223644660410,2228.6595337102300,3711.317728044360,20.24638290582320,499.92991636686400,2474.730956719460,1.5574140696787100,1.5574140696787100,0,0,0,0,17.13155476646580,6.229656278714820,10.901898487750900
2005,Trinity,All Combined,All Combined,36,189,66.66,15.87,662,272,390,0,1,0,1,0,0,0,2,0,2,,,13654,696,11688,68,205,178,847,0.05,0.85,0,0.01,0.01,0.06,4848.396074410430,1992.0902299692400,2856.3058444411900,0,263.65900102534100,1384.2097553830400,7.323861139592790,0,7.323861139592790,0,0,0,14.647722279185600,0,14.647722279185600
2006,Trinity,All Combined,All Combined,23,185,52.17,23.78,711,229,479,3,0,0,0,0,0,0,0,0,0,,,13806,704,11818,69,207,179,856,0.05,0.85,0,0.01,0.01,0.06,5149.9348109517600,1658.699116326240,3469.5060118788900,21.729682746631900,166.59423439084500,1339.997102708970,0,0,0,0,0,0,0,0,0
2007,Trinity,All Combined,All Combined,20,139,65,24.46,728,212,514,2,0,0,0,0,0,0,0,0,0,,,13806,704,11818,69,207,179,856,0.05,0.85,0,0.01,0.01,0.06,5273.069679849340,1535.5642474286500,3723.0189772562700,14.486455164421300,144.86455164421300,1006.808633927280,0,0,0,0,0,0,0,0,0
2008,Trinity,All Combined,All Combined,22,86,77.27,24.41,754,214,536,4,0,0,0,0,0,0,0,0,0,,,13759,702,11778,69,206,179,853,0.05,0.85,0,0.01,0.01,0.06,5480.049422196380,1555.3455919761600,3895.631949996370,29.071880223853500,159.89534123119400,625.0454248128500,0,0,0,0,0,0,0,0,0
2009,Trinity,All Combined,All Combined,22,152,77.27,36.18,770,241,527,2,0,0,0,0,0,0,0,0,0,,,13750,701,11770,69,206,179,853,0.05,0.85,0,0.01,0.01,0.06,5600,1752.7272727272700,3832.7272727272700,14.545454545454500,160,1105.4545454545500,0,0,0,0,0,0,0,0,0
2010,Trinity,All Combined,All Combined,34,134,97.05,35.82,839,282,556,1,0,0,0,0,0,0,5,2,3,,,13811,981,11477,110,387,221,621,0.07,0.83,0,0.02,0.01,0.04,6074.867858953010,2041.8506987184100,4025.776554919990,7.240605314604300,246.18058069654600,970.2411121569760,0,0,0,0,0,0,36.2030265730215,14.481210629208600,21.721815943812900
2011,Trinity,All Combined,All Combined,34,138,85.29,34.78,838,334,503,1,0,0,0,0,0,0,3,3,0,,,13738,975,11416,110,385,220,618,0.07,0.83,0,0.02,0.01,0.04,6099.868976561360,2431.212694715390,3661.377201921680,7.279079924297570,247.48871742611700,1004.5130295530600,0,0,0,0,0,0,21.837239772892700,21.837239772892700,0
2012,Trinity,All Combined,All Combined,21,187,85.71,29.41,831,411,419,1,0,0,0,0,0,0,0,0,0,,,13704,973,11388,110,384,219,617,0.07,0.83,0,0.02,0.01,0.04,6063.922942206650,2999.124343257440,3057.501459427900,7.297139521307650,153.2399299474610,1364.5650904845300,0,0,0,0,0,0,0,0,0
2013,Trinity,All Combined,All Combined,30,139,90,41,799,418,378,3,0,0,0,0,0,0,1,0,1,,,13686,972,11373,109,383,219,616,0.07,0.83,0,0.02,0.01,0.04,5838.082712260700,3054.215987140140,2761.946514686540,21.920210434020200,219.20210434020200,1015.6364167762700,0,0,0,0,0,0,7.3067368113400600,0,7.3067368113400600
2014,Trinity,All Combined,All Combined,34,174,100,85.63,810,468,342,0,0,0,0,0,0,0,1,0,1,,,13623,967,11321,109,381,218,613,0.07,0.83,0,0.02,0.01,0.04,5945.826910372170,3435.3666593261400,2510.460251046020,0,249.57791969463400,1277.251706672540,0,0,0,0,0,0,7.340527049842180,0,7.340527049842180
2005,Tulare,All Combined,All Combined,2760,20270,48.73,10.08,24563,8958,15006,599,2,0,2,1,0,1,114,45,69,,,404148,229152,146706,5254,2829,13741,6871,0.56,0.36,0.01,0,0.03,0.01,6077.724002098240,2216.5147421241700,3712.9962291041900,148.21303086987900,682.918138899611,5015.48937517939,0.49486821659392100,0,0.49486821659392100,0.24743410829696100,0,0.24743410829696100,28.2074883458535,11.134534873363200,17.072953472490300
2006,Tulare,All Combined,All Combined,2442,19326,49.5,12.54,25859,9355,15840,664,3,1,2,0,0,0,112,47,65,,,412239,233740,149643,5359,2886,14016,7008,0.56,0.36,0.01,0,0.03,0.01,6272.817467537040,2269.3146451451700,3842.431211020790,161.07161137107400,592.3748116990390,4688.057170718930,0.7277331839054530,0.2425777279684840,0.4851554559369690,0,0,0,27.16870553247020,11.401153214518800,15.76755231795150
2007,Tulare,All Combined,All Combined,2196,16107,45.3,10.08,26890,8839,17616,435,1,0,1,1,1,0,120,44,76,,,419842,238050,152403,5458,2939,14275,7137,0.56,0.36,0.01,0,0.03,0.01,6404.790373521470,2105.3158092806300,4195.864158421500,103.61040581933200,523.0539107569040,3836.443233406850,0.23818484096398200,0,0.23818484096398200,0.23818484096398200,0.23818484096398200,0,28.582180915677800,10.480133002415200,18.10204791326260
2008,Tulare,All Combined,All Combined,2257,16890,47.05,10.31,24881,8084,16366,431,3,1,2,0,0,0,91,27,64,,,427531,242410,155194,5558,2993,14536,7268,0.56,0.36,0.01,0,0.03,0.01,5819.694946097480,1890.857037267470,3828.02650568029,100.81140314971300,527.9149348234400,3950.5907173982700,0.7017035022021790,0.2339011674007270,0.467802334801453,0,0,0,21.28500623346610,6.315331519819620,14.969674713646500
2009,Tulare,All Combined,All Combined,2230,15681,46.9,12.13,23550,7881,15368,301,5,1,4,1,0,1,100,37,63,,,434933,246607,157881,5654,3045,14788,7394,0.56,0.36,0.01,0,0.03,0.01,5414.627080492860,1812.003228083410,3533.417790786170,69.20606162328450,512.7226492356290,3605.3828980555600,1.1496023525462500,0.22992047050925100,0.9196818820370030,0.22992047050925100,0,0.22992047050925100,22.992047050925100,8.507057408842280,14.484989642082800
2010,Tulare,All Combined,All Combined,2075,15757,50.89,11.37,23857,7634,15636,587,4,1,3,0,0,0,118,23,95,,,441245,273131,138110,5736,3089,14561,6619,0.61,0.31,0.01,0,0.03,0.01,5406.746818660830,1730.104590420290,3543.60955931512,133.03266892542700,470.2602862355380,3571.031966367890,0.9065258529841700,0.22663146324604200,0.6798943897381270,0,0,0,26.742512663033000,5.212523654658980,21.52998900837400
2011,Tulare,All Combined,All Combined,1905,15248,56.64,14.33,22914,7402,15021,491,2,1,1,0,0,0,98,26,72,,,445183,275568,139342,5787,3116,14691,6678,0.61,0.31,0.01,0,0.03,0.01,5147.096811872870,1662.687029828180,3374.1180593149300,110.29172272975400,427.9139140533220,3425.1083262388700,0.4492534530743540,0.22462672653717700,0.22462672653717700,0,0,0,22.01341920064330,5.840294889966600,16.173124310676700
2012,Tulare,All Combined,All Combined,2100,15393,55.23,16.18,22654,7300,14943,411,2,1,1,0,0,0,87,27,60,,,450445,278825,140989,5856,3153,14865,6757,0.61,0.31,0.01,0,0.03,0.01,5029.248853911130,1620.619609497270,3317.3861403723000,91.24310404155890,466.20564108825700,3417.287349176930,0.4440053724650070,0.2220026862325030,0.2220026862325030,0,0,0,19.314233702227800,5.994072528277590,13.320161173950200
2013,Tulare,All Combined,All Combined,2097,14290,60.18,18.39,22878,7749,14726,403,1,0,1,1,0,1,130,39,91,,,455025,281660,142423,5915,3185,15016,6825,0.61,0.31,0.01,0,0.03,0.01,5027.855612328990,1702.983352563050,3236.3056974891500,88.56656227679800,460.8537992418000,3140.4867864403100,0.21976814460743900,0,0.21976814460743900,0.21976814460743900,0,0.21976814460743900,28.56985879896710,8.570957639690130,19.99890115927700
2014,Tulare,All Combined,All Combined,1903,11398,67.26,21.02,24182,8151,15624,407,3,1,2,0,0,0,97,18,79,,,458827,284014,143613,5965,3212,15141,6882,0.61,0.31,0.01,0,0.03,0.01,5270.396031619760,1776.4865624734400,3405.205011910810,88.70445723551580,414.7532730201140,2484.1606967331900,0.653841208124195,0.21794706937473200,0.4358941387494630,0,0,0,21.14086572934900,3.9230472487451700,17.2178184806038
2005,Tuolumne,All Combined,All Combined,144,1654,53.47,10.82,3056,906,1992,158,0,0,0,0,0,0,7,4,3,,,56411,5585,46595,1297,733,677,1467,0.09,0.82,0.02,0.01,0.01,0.02,5417.383134495040,1606.0697381716300,3531.226179291270,280.0872170321390,255.2693623584050,2932.0522593111300,0,0,0,0,0,0,12.408927336866900,7.090815621066810,5.31811171580011
2006,Tuolumne,All Combined,All Combined,142,1358,51.4,9.64,2717,818,1765,134,2,0,2,0,0,0,17,4,13,,,56506,5594,46674,1300,735,678,1469,0.09,0.82,0.02,0.01,0.01,0.02,4808.338937457970,1447.6338795880100,3123.5620996000400,237.14295826991800,251.3007468233460,2403.2846069444000,3.5394471383569900,0,3.5394471383569900,0,0,0,30.085300676034400,7.078894276713980,23.006406399320400
2007,Tuolumne,All Combined,All Combined,123,1429,52.84,12.1,3122,864,2150,108,0,0,0,0,0,0,6,2,4,,,56347,5578,46543,1296,733,676,1465,0.09,0.82,0.02,0.01,0.01,0.02,5540.667648676950,1533.355813086770,3815.6423589543400,191.66947663584600,218.2902372797130,2536.0711306724400,0,0,0,0,0,0,10.648304257547000,3.549434752515660,7.098869505031320
2008,Tuolumne,All Combined,All Combined,134,1503,57.46,13.9,3102,887,2093,122,0,0,0,0,0,0,6,1,5,,,56098,5554,46337,1290,729,673,1459,0.09,0.82,0.02,0.01,0.01,0.02,5529.608898712970,1581.1615387357800,3730.9708010980800,217.47655887910400,238.86769581803300,2679.2399016007700,0,0,0,0,0,0,10.695568469464200,1.782594744910690,8.91297372455346
2009,Tuolumne,All Combined,All Combined,158,1300,58.22,21.92,3041,896,2062,83,0,0,0,0,0,0,8,3,5,,,55661,5510,45976,1280,724,668,1447,0.09,0.82,0.02,0.01,0.01,0.02,5463.430409083560,1609.7447045507600,3704.568728553210,149.11697597959100,283.8612313828350,2335.5670936562400,0,0,0,0,0,0,14.372720576346100,5.389770216129790,8.982950360216310
2010,Tuolumne,All Combined,All Combined,121,1216,53.71,17.59,2833,846,1912,75,0,0,0,0,0,0,13,4,9,,,55291,6137,44786,995,774,774,1769,0.11,0.81,0.01,0.01,0.01,0.03,5123.799533377950,1530.0862708216500,3458.0673165614700,135.64594599482700,218.84212620498800,2199.2729377294700,0,0,0,0,0,0,23.511963972436700,7.23445045305746,16.277513519379300
2011,Tuolumne,All Combined,All Combined,106,1258,55.66,25.11,2794,900,1832,62,0,0,0,0,0,0,10,4,6,,,55048,6110,44589,991,771,771,1762,0.11,0.81,0.01,0.01,0.01,0.03,5075.570411277430,1634.936782444410,3328.004650486850,112.62897834617100,192.559221043453,2285.2783025723000,0,0,0,0,0,0,18.16596424938240,7.266385699752940,10.899578549629400
2012,Tuolumne,All Combined,All Combined,105,1190,59.04,23.1,2558,887,1617,54,1,1,0,0,0,0,11,5,6,,,54196,6016,43899,976,759,759,1734,0.11,0.81,0.01,0.01,0.01,0.03,4719.905528083250,1636.6521514502900,2983.6150269392600,99.63834969370430,193.7412355155360,2195.7340025094100,1.8451546239574900,1.8451546239574900,0,0,0,0,20.296700863532400,9.225773119787440,11.070927743744900
2013,Tuolumne,All Combined,All Combined,103,1227,58.25,21.51,2510,868,1594,48,0,0,0,0,0,0,12,4,8,,,54045,5999,43776,973,757,757,1729,0.11,0.8,0.01,0.01,0.01,0.03,4644.277916551020,1606.069016560270,2949.394023498940,88.81487649181240,190.58192247201400,2270.330280321950,0,0,0,0,0,0,22.203719122953100,7.4012397076510300,14.802479415302100
2014,Tuolumne,All Combined,All Combined,151,1157,59.6,24.97,2424,893,1501,30,1,0,1,0,0,0,18,7,11,,,54150,6011,43862,975,758,758,1733,0.11,0.81,0.01,0.01,0.01,0.03,4476.454293628810,1649.122807017540,2771.9298245614000,55.40166204986150,278.8550323176360,2136.657433056320,1.8467220683287200,0,1.8467220683287200,0,0,0,33.2409972299169,12.927054478301000,20.313942751615900
2005,Ventura,All Combined,All Combined,2083,16727,41.19,15.72,33711,9109,22897,1705,2,1,1,0,0,0,144,30,114,,,795962,296894,413104,13531,2388,52533,18307,0.37,0.51,0.01,0,0.06,0.02,4235.252436674110,1144.4013658943500,2876.6448649558600,214.2062058238960,261.69591010626100,2101.4822315638200,0.2512682766262710,0.12563413831313600,0.12563413831313600,0,0,0,18.09131591709150,3.7690241493940700,14.322291767697500
2006,Ventura,All Combined,All Combined,2224,16630,38.98,16.04,36475,9514,24765,2196,2,1,1,0,0,0,155,34,121,,,799049,298045,414706,13584,2397,52737,18378,0.37,0.51,0.01,0,0.06,0.02,4564.801407673370,1190.6654034984100,3099.309303935050,274.82670023991000,278.3308658167400,2081.224055095490,0.250297541202104,0.125148770601052,0.125148770601052,0,0,0,19.39805944316310,4.255058200435770,15.143001242727300
2007,Ventura,All Combined,All Combined,2120,17291,39.57,15.07,36963,9690,25671,1602,2,1,1,0,0,0,112,36,76,,,803572,299732,417054,13661,2411,53036,18482,0.37,0.51,0.01,0,0.06,0.02,4599.836729004990,1205.8658091620900,3194.6110616099100,199.3598582329900,263.8220346154420,2151.7673587432100,0.24888871190136000,0.12444435595068000,0.12444435595068000,0,0,0,13.937767866476200,4.479996814224490,9.457771052251700
2008,Ventura,All Combined,All Combined,2137,16099,40.05,16.19,36949,9165,25960,1824,4,0,4,0,0,0,149,53,96,,,808970,301746,419855,13752,2427,53392,18606,0.37,0.51,0.01,0,0.06,0.02,4567.412883048820,1132.922110832290,3209.018875854480,225.4718963620410,264.16307156013200,1990.0614361472000,0.4944559130746500,0,0.4944559130746500,0,0,0,18.41848276203070,6.551540848239120,11.866941913791600
2009,Ventura,All Combined,All Combined,2021,15329,44.48,17.09,36439,8943,25762,1734,5,2,3,0,0,0,159,45,114,,,815284,304101,423132,13860,2446,53809,18752,0.37,0.51,0.01,0,0.06,0.02,4469.485479906390,1096.9183744560200,3159.8804833653100,212.68662208506500,247.8890791429730,1880.2037081556900,0.6132832240053770,0.2453132896021510,0.36796993440322600,0,0,0,19.502406523371000,5.519549016048400,13.982857507322600
2010,Ventura,All Combined,All Combined,1748,16025,48.16,17.64,35353,8817,25171,1365,3,0,3,0,0,0,140,38,102,,,822108,338708,390501,13154,2466,56725,19731,0.41,0.47,0.01,0,0.06,0.02,4300.2865803519700,1072.4868265483400,3061.7631746680500,166.03657913558800,212.62413210916300,1949.257275199850,0.3649155585397540,0,0.3649155585397540,0,0,0,17.029392731855200,4.6222637415035500,12.407128990351600
2011,Ventura,All Combined,All Combined,1705,14169,48.09,17.37,31977,8364,22685,928,5,1,4,0,0,0,179,51,128,,,827874,341084,393240,13246,2484,57123,19869,0.41,0.47,0.01,0,0.06,0.02,3862.5443002196000,1010.2986686379800,2740.151279059370,112.09435252224400,205.94921449399300,1711.4923285427500,0.6039566407448480,0.12079132814897000,0.48316531259587800,0,0,0,21.621647738665500,6.160357735597450,15.4612900030681
2012,Ventura,All Combined,All Combined,1664,15921,44.47,16,31046,8339,21715,992,3,0,3,0,0,0,158,58,100,,,829386,341707,393958,13270,2488,57228,19905,0.41,0.47,0.01,0,0.06,0.02,3743.251031485940,1005.4425804149100,2618.201898754020,119.60655231701500,200.63034582209000,1919.612822015320,0.36171336386194100,0,0.36171336386194100,0,0,0,19.050237163395600,6.993125034664200,12.057112128731400
2013,Ventura,All Combined,All Combined,1629,16400,42.54,14.78,28572,8665,19069,838,6,4,2,0,0,0,154,70,84,,,836864,344788,397510,13390,2511,57744,20085,0.41,0.47,0.01,0,0.06,0.02,3414.174824105230,1035.4131615172800,2278.6259177118400,100.1357448761090,194.65528449067000,1959.6971550933000,0.7169623738146220,0.47797491587641500,0.23898745793820700,0,0,0,18.40203426124200,8.36456102783726,10.037473233404700
2014,Ventura,All Combined,All Combined,1890,16812,39.1,14.62,29541,8909,19979,653,2,0,2,1,0,1,172,55,117,,,842385,347063,400133,13478,2527,58125,20217,0.41,0.47,0.01,0,0.06,0.02,3506.828825299600,1057.5924310143200,2371.7183947957300,77.51799948954460,224.36296942609400,1995.7620327997300,0.23742113166782400,0,0.23742113166782400,0.11871056583391200,0,0.11871056583391200,20.418217323432900,6.529081120865160,13.889136202567700
2005,Yolo,All Combined,All Combined,778,6224,59.51,20.17,8997,3312,5587,98,2,0,2,1,1,0,81,25,56,,,186530,53161,99794,4290,1306,22197,5969,0.28,0.53,0.02,0,0.11,0.03,4823.352811880130,1775.5856966707800,2995.22864954699,52.53846566235990,417.09108454404100,3336.7286763523300,1.0722135849461200,0,1.0722135849461200,0.5361067924730610,0.5361067924730610,0,43.42465019031790,13.402669811826500,30.021980378491400
2006,Yolo,All Combined,All Combined,821,6259,53.22,16.42,8886,3304,5509,73,0,0,0,0,0,0,92,6,86,,,189078,53887,101157,4349,1324,22500,6050,0.28,0.53,0.02,0,0.11,0.03,4699.647764414690,1747.4269878039800,2913.6123716138300,38.60840499687960,434.21233564983800,3310.2740667872500,0,0,0,0,0,0,48.65716794127290,3.173293561387360,45.48387437988550
2007,Yolo,All Combined,All Combined,751,6708,53.66,15.11,9077,3138,5897,42,1,0,1,0,0,0,135,26,109,,,192826,54955,103162,4435,1350,22946,6170,0.28,0.53,0.02,0,0.11,0.03,4707.35274288737,1627.3739018597100,3058.1975459740900,21.781295053571600,389.47029964838800,3478.783981413290,0.5186022631802760,0,0.5186022631802760,0,0,0,70.01130552933730,13.48365884268720,56.527646686650100
2008,Yolo,All Combined,All Combined,549,7285,44.08,12.57,8593,2778,5778,37,1,1,0,1,1,0,86,10,76,,,196219,55922,104977,4513,1374,23350,6279,0.28,0.53,0.02,0,0.11,0.03,4379.29048665012,1415.765038044230,2944.668966817690,18.856481788206000,279.7894189655440,3712.688373704890,0.5096346429244870,0.5096346429244870,0,0.5096346429244870,0.5096346429244870,0,43.82857929150590,5.096346429244870,38.73223286226100
2009,Yolo,All Combined,All Combined,556,5760,43.7,15.83,8033,2534,5426,73,1,1,0,0,0,0,103,15,88,,,198642,56613,106273,4569,1390,23638,6357,0.28,0.53,0.02,0,0.11,0.03,4043.9584780660700,1275.6617432365800,2731.547205525520,36.749529303974000,279.90052456177400,2899.68888754644,0.5034182096434790,0.5034182096434790,0,0,0,0,51.85207559327840,7.551273144652190,44.30080244862620
