year,county,agency_name,agency_code,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2009,Placer,All Combined,All Combined,816,7830,58.21,18.87,10969,3749,7070,150,2,1,1,0,0,0,31,15,16,,,340995,40237,266317,4774,2387,18755,8184,0.11,0.78,0.01,0,0.05,0.02,3216.7627091306300,1099.4296104048400,2073.344183932320,43.98891479347200,239.29969647648800,2296.2213522192400,0.5865188639129610,0.2932594319564800,0.2932594319564800,0,0,0,9.09104239065089,4.3988914793472000,4.692150911303680
2010,Placer,All Combined,All Combined,785,7762,53.63,16.72,10318,3781,6251,286,0,0,0,0,0,0,57,29,28,,,347133,45822,260350,4166,1736,22564,12497,0.13,0.75,0.01,0,0.06,0.03,2972.3477744841300,1089.207882857580,1800.7507209052400,82.38917072130850,226.13810844834700,2236.030570415370,0,0,0,0,0,0,16.420219339561500,8.354146681531290,8.066072658030210
2011,Placer,All Combined,All Combined,694,7623,60.08,16.89,9226,3566,5618,42,0,0,0,0,0,0,29,10,19,,,351463,46393,263597,4218,1757,22845,12653,0.13,0.74,0.01,0,0.06,0.03,2625.027385528490,1014.6160477774300,1598.461288955030,11.950048796032600,197.46033010587200,2168.933856479910,0,0,0,0,0,0,8.251224168689160,2.8452497133410900,5.4059744553480700
2012,Placer,All Combined,All Combined,680,6875,58.52,16.46,9427,3816,5579,32,3,0,3,0,0,0,31,11,20,,,358147,47275,268610,4298,1791,23280,12893,0.13,0.74,0.01,0,0.06,0.03,2632.1594205731200,1065.4842843860200,1557.7402574920400,8.934878695060970,189.86617227004600,1919.6028446420000,0.8376448776619660,0,0.8376448776619660,0,0,0,8.655663735840310,3.0713645514272100,5.584299184413100
2013,Placer,All Combined,All Combined,660,7209,65.45,17.38,10044,4312,5709,23,1,0,1,0,0,0,49,16,33,,,361733,47749,271300,4341,1809,23513,13022,0.13,0.75,0.01,0,0.06,0.03,2776.6335943914400,1192.0394323990300,1578.2358811609700,6.358280831441980,182.45501516311800,1992.906370168050,0.2764469926713900,0,0.2764469926713900,0,0,0,13.54590264089810,4.423151882742240,9.122750758155880
2014,Placer,All Combined,All Combined,596,6643,64.93,17.62,9768,4124,5619,25,0,0,0,2,1,1,49,19,30,,,366678,48401,275009,4400,1833,23834,13200,0.13,0.75,0.01,0,0.06,0.03,2663.91766072685,1124.6925095042500,1532.4071801417000,6.817971080893860,162.5404305685100,1811.6712756151200,0,0,0,0.545437686471509,0.2727188432357550,0.2727188432357550,13.363223318552000,5.181658021479340,8.181565297072640
2005,Plumas,All Combined,All Combined,37,616,59.45,15.74,1463,394,1036,33,0,0,0,0,0,0,2,2,0,,,20880,1545,18082,188,585,209,271,0.07,0.86,0,0.02,0.01,0.01,7006.704980842910,1886.9731800766300,4961.685823754790,158.04597701149400,177.2030651341000,2950.191570881230,0,0,0,0,0,0,9.578544061302680,9.578544061302680,0
2006,Plumas,All Combined,All Combined,36,538,63.88,15.98,1386,419,924,43,0,0,0,0,0,0,0,0,0,,,20785,1538,18000,187,582,208,270,0.07,0.86,0,0.02,0.01,0.01,6668.270387298530,2015.8768342554700,4445.513591532360,206.87996151070500,173.20182824152000,2588.4050998316100,0,0,0,0,0,0,0,0,0
2007,Plumas,All Combined,All Combined,143,446,58.74,15.91,1379,379,984,16,0,0,0,0,0,0,0,0,0,,,20654,1528,17886,186,578,207,269,0.07,0.86,0,0.02,0.01,0.01,6676.672799457730,1834.9956424905600,4764.210322455700,77.46683451147480,692.3598334463060,2159.3880120073600,0,0,0,0,0,0,0,0,0
2008,Plumas,All Combined,All Combined,138,330,55.79,15.45,1229,323,893,13,0,0,0,0,0,0,0,0,0,,,20483,1516,17738,184,574,205,266,0.07,0.86,0,0.02,0.01,0.01,6000.097641946980,1576.9174437338300,4359.712932675880,63.46726553727480,673.7294341649170,1611.092125176980,0,0,0,0,0,0,0,0,0
2009,Plumas,All Combined,All Combined,121,333,53.71,16.51,1198,318,867,13,0,0,0,0,0,0,0,0,0,,,20216,1496,17507,182,566,202,263,0.07,0.86,0,0.02,0,0.01,5925.999208547690,1573.0114760585700,4288.682231895530,64.30550059358920,598.5358132172540,1647.210130589630,0,0,0,0,0,0,0,0,0
2010,Plumas,All Combined,All Combined,109,364,55.96,18.4,1082,306,772,4,0,0,0,0,0,0,0,0,0,,,20045,1664,16938,140,481,361,461,0.08,0.84,0,0.02,0.01,0.02,5397.85482664006,1526.5652282364700,3851.334497380890,19.955101022698900,543.7765028685460,1815.9141930656000,0,0,0,0,0,0,0,0,0
2011,Plumas,All Combined,All Combined,104,386,43.26,13.73,879,261,605,13,0,0,0,0,0,0,0,0,0,,,19901,1652,16816,139,478,358,458,0.08,0.84,0,0.02,0.01,0.02,4416.863474197280,1311.491884829910,3040.0482387819700,65.32335058539770,522.5868046831820,1939.601025074120,0,0,0,0,0,0,0,0,0
2012,Plumas,All Combined,All Combined,108,437,50,10.75,902,275,619,8,0,0,0,0,0,0,1,0,1,,,19854,1648,16777,139,476,357,457,0.08,0.84,0,0.02,0.01,0.02,4543.16510526846,1385.1113125818500,3117.759645411500,40.29414727510830,543.970988213962,2201.0677949027900,0,0,0,0,0,0,5.036768409388540,0,5.036768409388540
2013,Plumas,All Combined,All Combined,92,390,44.56,11.02,899,244,632,23,0,0,0,0,0,0,26,19,7,,,19784,1642,16717,138,475,356,455,0.08,0.84,0,0.02,0.01,0.02,4544.076021027090,1233.3198544278200,3194.500606550750,116.25556004852400,465.02224019409600,1971.2899312575800,0,0,0,0,0,0,131.41932875050500,96.03720177921550,35.38212697128990
2014,Plumas,All Combined,All Combined,91,312,57.14,12.17,857,254,588,15,0,0,0,0,0,0,32,8,24,,,19682,1634,16631,138,472,354,453,0.08,0.84,0,0.02,0.01,0.02,4354.2322934661100,1290.519256173150,2987.501270196120,76.21176709683980,462.35138705416100,1585.2047556142700,0,0,0,0,0,0,162.5851031399250,40.6462757849812,121.9388273549440
2005,Riverside,All Combined,All Combined,8660,74854,36.2,9.99,61338,26282,33946,1110,19,1,18,0,0,0,418,121,297,,,1895695,818940,805670,111846,9478,100472,49288,0.43,0.42,0.05,0,0.05,0.02,3235.6470845784800,1386.4044585231300,1790.6889030144600,58.55372304089000,456.8245419226190,3948.630977029530,1.0022709349341500,0.05275110183863970,0.9495198330955140,0,0,0,22.049960568551400,6.382883322475400,15.667077246076000
2006,Riverside,All Combined,All Combined,9388,73964,38.71,10.86,66083,27557,37078,1448,30,20,10,0,0,0,425,121,304,,,1975913,853594,839763,116579,9880,104723,51374,0.43,0.42,0.05,0,0.05,0.02,3344.428626159150,1394.6464242099700,1876.4996232121600,73.28257873701930,475.1221334137690,3743.282219409460,1.5182854710708400,1.0121903140472300,0.5060951570236140,0,0,0,21.50904417350360,6.1237513999857300,15.385292773517900
2007,Riverside,All Combined,All Combined,9260,70746,40.32,11.74,68334,26481,40098,1755,18,10,8,1,0,1,421,100,321,,,2049902,885558,871208,120944,10250,108645,53297,0.43,0.42,0.05,0,0.05,0.02,3333.525212424790,1291.8178527558900,1956.0935108117400,85.61384885716490,451.7289119187160,3451.1893739310500,0.8780907575093830,0.4878281986163240,0.3902625588930590,0.04878281986163240,0,0.04878281986163240,20.537567161747200,4.878281986163240,15.659285175584000
2008,Riverside,All Combined,All Combined,8324,67428,39.19,12.25,67646,24961,40495,2190,14,12,2,1,0,1,343,86,257,,,2102741,908384,893665,124062,10514,111445,54671,0.43,0.42,0.05,0,0.05,0.02,3217.0390932597000,1187.069639104390,1925.8196801222800,104.14977403303600,395.86425527442500,3206.6716728308400,0.665797642220321,0.5706836933317040,0.09511394888861730,0.04755697444430860,0,0.04755697444430860,16.312042234397900,4.089899802210540,12.22214243218730
2009,Riverside,All Combined,All Combined,7284,61084,42.88,12.99,66421,24099,40087,2235,11,5,6,0,0,0,313,73,240,,,2140626,924750,909766,126297,10703,113453,55656,0.43,0.42,0.05,0,0.05,0.02,3102.877382597430,1125.7921748124100,1872.6764974358000,104.40871034921600,340.2742935944910,2853.557791038700,0.5138683730833880,0.23357653321972200,0.28029183986366600,0,0,0,14.621890979554600,3.410217385007940,11.211673594546600
2010,Riverside,All Combined,All Combined,6605,59042,42.63,12.38,58449,21208,35817,1424,18,11,7,2,1,1,245,52,193,,,2179692,1013557,834822,128602,10898,135141,56672,0.46,0.38,0.05,0,0.06,0.02,2681.5256467427500,972.981503808795,1643.2138118596600,65.33033107429860,303.02446400684100,2708.7313253432100,0.8258047467256840,0.5046584563323630,0.3211462903933220,0.09175608296952050,0.04587804148476020,0.04587804148476020,11.240120163766300,2.385658157207530,8.854462006558720
2011,Riverside,All Combined,All Combined,6621,63242,43.1,12.14,56127,20745,34318,1064,21,12,9,1,0,1,309,65,244,,,2205731,1025665,844795,130138,11029,136755,57349,0.46,0.38,0.05,0,0.06,0.02,2544.598593391490,940.5045311508970,1555.8560858055700,48.23797643502310,300.17259584237600,2867.1673925787000,0.9520653243754560,0.5440373282145470,0.4080279961609100,0.04533644401787890,0,0.04533644401787890,14.008961201524600,2.946868861162130,11.062092340362400
2012,Riverside,All Combined,All Combined,6989,68176,42.33,12.13,57205,22103,34133,969,34,22,12,0,0,0,387,66,321,,,2229467,1036702,853886,131539,11147,138227,57966,0.46,0.38,0.05,0,0.06,0.02,2565.8599118085200,991.4028779075900,1530.9937307885700,43.46330311235820,313.48299840275700,3057.9506222787800,1.525028179380990,0.9867829395994650,0.5382452397815260,0,0,0,17.35840898295420,2.9603488187983900,14.398060164155800
2013,Riverside,All Combined,All Combined,6203,65134,41.52,12.04,58113,22935,34610,568,26,23,3,1,1,0,370,60,310,,,2253516,1047885,863097,132957,11268,139718,58591,0.46,0.38,0.05,0,0.06,0.02,2578.7702417023000,1017.7429403651900,1535.822243995610,25.20505734150550,275.258751213659,2890.327825495800,1.1537526247872200,1.0206273219271600,0.133125302860064,0.04437510095335470,0.04437510095335470,0,16.418787352741200,2.66250605720128,13.756281295539900
2014,Riverside,All Combined,All Combined,6260,61434,41.26,12.24,60861,22690,37677,494,14,13,1,0,0,0,332,54,278,,,2280191,1060289,873313,134531,11401,141372,59285,0.46,0.38,0.05,0,0.06,0.02,2669.1185080548100,995.0920778127800,1652.3615784818000,21.66485176022530,274.53840489678300,2694.2479818576600,0.6139836531237950,0.5701276779006670,0.04385597522312820,0,0,0,14.560183774078600,2.368222662048920,12.19196111202970
2005,Sacramento,All Combined,All Combined,9656,62919,37.54,11.16,58840,25151,33422,267,15,0,15,2,0,2,200,60,140,,,1350523,266053,704973,132351,9454,189073,47268,0.19,0.52,0.09,0,0.13,0.03,4356.830650051870,1862.3155621933100,2474.7449691712000,19.770118687353000,714.9822698317620,4658.861789099480,1.1106808251321900,0,1.1106808251321900,0.14809077668429200,0,0.14809077668429200,14.809077668429200,4.442723300528760,10.366354367900400
2006,Sacramento,All Combined,All Combined,10849,62633,33.19,10.61,58045,25003,32534,508,10,7,3,1,1,0,214,60,154,,,1365214,268947,712642,133791,9556,191130,47782,0.19,0.52,0.09,0,0.14,0.03,4251.71438323955,1831.4344857289800,2383.0696139945800,37.2102835159909,794.6739485531210,4587.778912317040,0.7324858959840730,0.512740127188851,0.21974576879522200,0.07324858959840730,0.07324858959840730,0,15.675198174059200,4.394915375904440,11.28028279815470
2007,Sacramento,All Combined,All Combined,9607,55579,37.32,11.81,54513,22490,31573,450,4,2,2,1,1,0,198,93,105,,,1380172,271894,720450,135257,9661,193224,48306,0.19,0.52,0.09,0,0.13,0.03,3949.7251067258300,1629.5070469477700,2287.613427891600,32.60463188646050,696.0726634071700,4026.961856927980,0.28981895010187100,0.14490947505093600,0.14490947505093600,0.07245473752546780,0.07245473752546780,0,14.346038030042600,6.738290589868510,7.607747440174120
2008,Sacramento,All Combined,All Combined,9259,51939,39.9,12.38,55182,21250,33393,539,13,3,10,1,0,1,178,105,73,,,1394510,274718,727934,136662,9762,195231,48808,0.19,0.52,0.09,0,0.13,0.03,3957.088869925640,1523.8327441180100,2394.6045564391800,38.651569368452,663.9608177782880,3724.534065729180,0.9322270905192500,0.2151293285813650,0.717097761937885,0.0717097761937885,0,0.0717097761937885,12.764340162494400,7.529526500347790,5.234813662146560
2009,Sacramento,All Combined,All Combined,8988,52121,39.31,12.8,52587,19866,32332,389,10,5,5,0,0,0,224,109,115,,,1406168,277015,734020,137804,9843,196864,49216,0.19,0.52,0.09,0,0.14,0.03,3739.7380682820300,1412.7757138549600,2299.298519095870,27.66383533119800,639.183938192307,3706.598358090930,0.7111525792081740,0.35557628960408700,0.35557628960408700,0,0,0,15.929817774263100,7.7515631133691,8.178254660894000
2010,Sacramento,All Combined,All Combined,8551,50664,37.43,12.68,47602,18420,28941,241,10,6,4,0,0,0,221,97,124,,,1417259,313214,670364,137474,7086,221092,69446,0.22,0.47,0.09,0,0.15,0.04,3358.736829330420,1299.6918700110600,2042.040304559720,17.004654759645200,603.3477296669130,3574.787671131390,0.7055873344251120,0.4233524006550670,0.2822349337700450,0,0,0,15.593480090795000,6.844197143923590,8.749282946871390
2011,Sacramento,All Combined,All Combined,7481,45430,40.43,12.39,44268,17047,27010,211,13,9,4,0,0,0,187,77,110,,,1427961,315579,675426,138512,7140,222762,69970,0.22,0.47,0.09,0,0.15,0.04,3100.084666177860,1193.8001107873400,1891.5082414715800,14.776313918937600,523.8938598463120,3181.459437617690,0.9103890092236410,0.6302693140779060,0.28011969514573600,0,0,0,13.095595748063100,5.392304131555410,7.703291616507730
2012,Sacramento,All Combined,All Combined,8017,48501,39.34,11.66,40360,16606,23554,200,12,10,2,0,0,0,242,129,113,,,1431726,316411,677206,138877,7159,223349,70155,0.22,0.47,0.09,0,0.15,0.04,2818.975139097840,1159.8587997982900,1645.1471859839100,13.969153315648400,559.9535106577650,3387.5895248113100,0.8381491989389030,0.6984576657824190,0.13969153315648400,0,0,0,16.902675511934500,9.010103888593210,7.892571623341340
2013,Sacramento,All Combined,All Combined,7515,44326,41.39,12.01,41653,18083,23412,158,10,6,4,1,1,0,258,133,125,,,1442993,318901,682536,139970,7215,225107,70707,0.22,0.47,0.09,0,0.15,0.04,2886.569789319840,1253.1592322346700,1622.4610930198600,10.949464065314200,520.7925471571930,3071.809773158980,0.6930040547667240,0.41580243286003500,0.2772016219066900,0.06930040547667240,0.06930040547667240,0,17.879504612981500,9.216953928397440,8.662550684584050
2014,Sacramento,All Combined,All Combined,7452,40246,41.29,11.97,43648,19052,24457,139,13,8,5,1,1,0,312,167,145,,,1456230,321827,688797,141254,7281,227172,71355,0.22,0.47,0.09,0,0.15,0.04,2997.3287186776800,1308.3098136970100,1679.4737095101700,9.545195470495730,511.73234997218800,2763.711776299070,0.8927161231398890,0.5493637680860850,0.3433523550538030,0.06867047101076070,0.06867047101076070,0,21.425186955357300,11.46796865879700,9.957218296560300
2005,San Benito,All Combined,All Combined,193,1422,47.15,11.74,2203,612,1572,19,0,0,0,0,0,0,4,3,1,,,55221,29046,22641,552,331,1381,1325,0.52,0.41,0,0,0.02,0.02,3989.424313214180,1108.2740261856900,2846.743086869130,34.40720015935970,349.50471740823200,2575.107296137340,0,0,0,0,0,0,7.2436210861809800,5.432715814635740,1.8109052715452500
2006,San Benito,All Combined,All Combined,168,1297,55.95,15.11,2136,694,1429,13,0,0,0,0,0,0,7,2,5,,,55025,28943,22560,550,330,1376,1321,0.52,0.4,0,0,0.02,0.02,3881.8718764198100,1261.2448886869600,2597.0013630168100,23.625624716038200,305.3157655611090,2357.1104043616500,0,0,0,0,0,0,12.721490231712900,3.634711494775100,9.086778736937760
2007,San Benito,All Combined,All Combined,251,1237,55.77,14.47,2134,621,1500,13,1,1,0,0,0,0,24,12,12,,,54948,28903,22529,549,330,1374,1319,0.52,0.41,0,0,0.02,0.02,3883.671835189630,1130.1594234549000,2729.8536798427600,23.65873189197060,456.7955157603550,2251.219334643660,1.8199024532285100,1.8199024532285100,0,0,0,0,43.67765887748420,21.838829438742100,21.838829438742100
2008,San Benito,All Combined,All Combined,243,1230,57.2,21.3,2363,732,1615,16,0,0,0,0,0,0,7,2,5,,,55022,28942,22559,550,330,1376,1321,0.52,0.4,0,0,0.02,0.02,4294.645778052420,1330.3769401330400,2935.1895605394200,29.07927737995710,441.6415252080990,2235.469448584200,0,0,0,0,0,0,12.722183853731200,3.6349096724946400,9.087274181236600
2009,San Benito,All Combined,All Combined,246,1109,52.43,18.39,2108,621,1460,27,0,0,0,0,0,0,5,3,2,,,55068,28966,22578,551,330,1377,1322,0.52,0.41,0.01,0,0.02,0.02,3827.994479552550,1127.696665940290,2651.26752378877,49.03028982349100,446.7204183918070,2013.873756083390,0,0,0,0,0,0,9.079683300646470,5.447809980387880,3.6318733202585900
2010,San Benito,All Combined,All Combined,213,1262,59.15,19.01,1892,642,1241,9,0,0,0,0,0,0,13,9,4,,,55272,31726,20506,442,221,1105,1161,0.57,0.37,0,0,0.01,0.02,3423.071356202060,1161.5284411637000,2245.2598060500800,16.28310898827620,385.3669127225360,2283.253727022720,0,0,0,0,0,0,23.5200463163989,16.28310898827620,7.236937328122740
2011,San Benito,All Combined,All Combined,196,915,59.69,17.48,1598,580,1003,15,0,0,0,0,0,0,5,5,0,,,55474,31842,20581,444,222,1109,1165,0.57,0.37,0,0,0.01,0.02,2880.6287630241200,1045.534845152680,1808.0542236002500,27.039694271190100,353.3186718102170,1649.4213505426000,0,0,0,0,0,0,9.013231423730040,9.013231423730040,0
2012,San Benito,All Combined,All Combined,217,1023,50.69,20.91,1435,536,891,8,0,0,0,0,0,0,11,5,6,,,56659,32522,21020,453,227,1133,1190,0.57,0.37,0,0,0.01,0.02,2532.69559999294,946.0103425757600,1572.565700065300,14.119557351877000,382.99299316966400,1805.5383963712700,0,0,0,0,0,0,19.4143913588309,8.824723344923140,10.589668013907800
2013,San Benito,All Combined,All Combined,245,792,68.16,21.08,1454,570,874,10,0,0,0,0,0,0,14,8,6,,,57126,32790,21194,457,229,1143,1200,0.57,0.37,0,0,0.02,0.02,2545.250849000460,997.7943493330530,1529.951335644010,17.5051640233869,428.876518572979,1386.4089906522400,0,0,0,0,0,0,24.50722963274170,14.004131218709500,10.50309841403210
2014,San Benito,All Combined,All Combined,196,736,65.3,25.27,1761,717,1039,5,0,0,0,0,0,0,8,4,4,,,57909,33240,21484,463,232,1158,1216,0.57,0.37,0,0,0.01,0.02,3040.9780863078300,1238.1495104387900,1794.1943393945700,8.634236474468560,338.46206979916800,1270.9596090417700,0,0,0,0,0,0,13.8147783591497,6.90738917957485,6.90738917957485
2005,San Bernardino,All Combined,All Combined,9732,65762,47.57,17.85,104014,40468,61980,1566,20,5,15,2,0,2,311,116,195,,,1921423,895383,697477,163321,9607,113364,42271,0.46,0.36,0.08,0,0.05,0.02,5413.3837265401700,2106.147370984940,3225.7342604933900,81.50209506183700,506.49960992451900,3422.5675449913900,1.0408952115177100,0.2602238028794280,0.7806714086382850,0.10408952115177100,0,0.10408952115177100,16.185920539100400,6.037192226802740,10.148728312297700
2006,San Bernardino,All Combined,All Combined,9912,61414,46.07,17.05,106045,40121,63827,2097,25,12,13,1,0,1,297,112,185,,,1959715,913227,711377,166576,9799,115623,43114,0.46,0.36,0.08,0,0.05,0.02,5411.246023018650,2047.2874882317100,3256.9531794163900,107.00535537055100,505.78783139385100,3133.823030389620,1.2756957006503500,0.6123339363121680,0.6633617643381820,0.05102782802601400,0,0.05102782802601400,15.155264923726200,5.715116738913570,9.440148184812590
2007,San Bernardino,All Combined,All Combined,10238,61546,48.78,16.68,104098,39356,63058,1684,21,15,6,1,1,0,400,135,265,,,1989690,927196,722257,169124,9948,117392,43773,0.46,0.36,0.08,0,0.05,0.02,5231.870291351920,1977.996572330360,3169.2374188944000,84.6363001271555,514.5525182314830,3093.245681488070,1.0554407973101300,0.7538862837929530,0.30155451351718100,0.05025908558619680,0.05025908558619680,0,20.103634234478700,6.784976554136570,13.318657680342200
2008,San Bernardino,All Combined,All Combined,10489,61290,50.56,17.79,100991,37105,62652,1234,7,5,2,0,0,0,486,170,316,,,2009594,936471,729483,170815,10048,118566,44211,0.46,0.36,0.08,0,0.05,0.02,5025.442950168040,1846.3928534818500,3117.6446585728300,61.40543811337020,521.9462239636460,3049.8697746908100,0.34832906547292600,0.24880647533780500,0.09952259013512180,0,0,0,24.1839894028346,8.459420161485350,15.724569241349200
2009,San Bernardino,All Combined,All Combined,10038,56605,47.97,19.01,91469,33702,56648,1119,26,15,11,0,0,0,457,148,309,,,2019432,941055,733054,171652,10097,119146,44428,0.46,0.36,0.08,0,0.05,0.02,4529.441942090650,1668.885112249380,2805.1452091479200,55.41162069334350,497.0704633778210,2803.015897539510,1.2874907399704500,0.7427831192137200,0.5447076207567280,0,0,0,22.63012569871130,7.328793442908700,15.301332255802600
2010,San Bernardino,All Combined,All Combined,9017,55194,50.03,18.79,87742,32962,53703,1077,20,13,7,2,0,2,479,164,315,,,2033141,1026736,646539,166718,8133,136220,48795,0.5,0.31,0.08,0,0.06,0.02,4315.588540096330,1621.235320127820,2641.3809962024300,52.972223766084100,443.5009672226370,2714.715801806170,0.983699605684013,0.6394047436946090,0.34429486198940500,0.0983699605684013,0,0.0983699605684013,23.559605556132100,8.066336766608910,15.493268789523200
2011,San Bernardino,All Combined,All Combined,8551,57234,51.25,18.86,80270,30889,48445,936,14,7,7,0,0,0,377,114,263,,,2046619,1033543,650825,167823,8186,137123,49119,0.5,0.31,0.08,0,0.06,0.02,3922.078315504740,1509.2696784306200,2367.074672911760,45.73396416235750,417.81103370974300,2796.5146419533900,0.6840550195224420,0.3420275097612210,0.3420275097612210,0,0,0,18.420624454282900,5.570162301825600,12.850462152457300
2012,San Bernardino,All Combined,All Combined,9032,63099,53.86,15.73,78626,31356,46435,835,27,17,10,0,0,0,383,102,281,,,2054786,1037667,653422,168492,8219,137671,49315,0.5,0.31,0.08,0,0.06,0.02,3826.481200475380,1525.9983278064000,2259.8460374949000,40.63683517407650,439.5591560386340,3070.8307337114400,1.314005448742590,0.8273367640231150,0.4866686847194790,0,0,0,18.639410624756100,4.964020584138690,13.67539004061740
2013,San Bernardino,All Combined,All Combined,8434,57598,58.76,18.11,75964,32324,43229,411,20,7,13,1,1,0,379,120,259,,,2069806,1045252,658198,169724,8279,138677,49675,0.5,0.31,0.08,0,0.06,0.02,3670.1024153954500,1561.6922552161900,2088.553226727530,19.856933451734100,407.47780226745900,2782.7728782311,0.9662741339043370,0.33819594686651800,0.628078187037819,0.04831370669521680,0.04831370669521680,0,18.310894837487200,5.797644803426020,12.513250034061200
2014,San Bernardino,All Combined,All Combined,8281,54778,59.89,18.51,78202,33590,43871,741,26,15,11,0,0,0,453,165,288,,,2084151,1052496,662760,170900,8337,139638,50020,0.5,0.31,0.08,0,0.06,0.02,3752.2233273884700,1611.687444911620,2104.9818367287200,35.55404574812480,397.3320551150080,2628.3124399335700,1.2475103771271900,0.7197175252656840,0.5277928518615010,0,0,0,21.73546926302360,7.916892777922520,13.818576485101100
2005,San Diego,All Combined,All Combined,13845,97513,46.44,11.42,116002,37579,75789,2634,30,2,28,0,0,0,686,286,400,,,2966783,901902,1518993,145372,11867,308545,83070,0.3,0.51,0.04,0,0.1,0.02,3910.0264495246200,1266.6581950887500,2554.585219073990,88.78303536187180,466.6670936162170,3286.8261682772200,1.0111963025270100,0.06741308683513420,0.9437832156918790,0,0,0,23.122688784451000,9.640071417424190,13.482617367026800
2006,San Diego,All Combined,All Combined,13578,93354,48.27,11.66,116477,36481,77210,2786,22,11,11,1,1,0,560,240,320,,,2976492,904854,1523964,145848,11906,309555,83342,0.3,0.51,0.04,0,0.1,0.02,3913.230742766990,1225.6374282208700,2593.993197361190,93.60011718492780,456.1745840405420,3136.3766474091000,0.7391251177560700,0.36956255887803500,0.36956255887803500,0.03359659626163950,0.03359659626163950,0,18.814093906518100,8.06318310279349,10.750910803724700
2007,San Diego,All Combined,All Combined,13672,89820,45.86,11.44,112127,34235,75008,2884,19,10,9,0,0,0,586,225,361,,,2998477,911537,1535220,146925,11994,311842,83957,0.3,0.51,0.04,0,0.1,0.02,3739.4650684330700,1141.7462932015200,2501.5366134207500,96.18216181081260,455.96481146928900,2995.5207260219100,0.6336550188645770,0.33350264150767200,0.30015237735690500,0,0,0,19.543254792349600,7.503809433922620,12.039445358427000
2008,San Diego,All Combined,All Combined,12874,84294,47.42,12.69,115678,32585,79495,3598,14,4,10,0,0,0,554,258,296,,,3032689,921937,1552737,148602,12131,315400,84915,0.3,0.51,0.04,0,0.1,0.02,3814.3706789585100,1074.4590032146400,2621.2710897820400,118.64058596183100,424.50775532868700,2779.513494459870,0.4616365212522620,0.1318961489292180,0.329740372323044,0,0,0,18.267616626696600,8.507301605934530,9.760315020762100
2009,San Diego,All Combined,All Combined,12775,69738,47.07,14.15,114470,31958,78405,4107,22,10,12,0,0,0,603,263,340,,,3064436,931589,1568991,150157,12258,318701,85804,0.3,0.51,0.04,0,0.1,0.02,3735.4345138877100,1042.8672682346800,2558.5458466092900,134.0213990437390,416.879321349834,2275.7205567354000,0.7179135083911040,0.3263243219959560,0.39158918639514700,0,0,0,19.677356616356200,8.582329668493650,11.095026947862500
2010,San Diego,All Combined,All Combined,11639,67850,49.28,14.54,114431,33349,77547,3535,17,5,12,2,1,1,645,302,343,,,3091579,1010946,1468500,145304,12366,355532,102022,0.32,0.47,0.04,0,0.11,0.03,3701.3771926902100,1078.7044419696200,2508.3298857962200,114.3428649243640,376.4742870876020,2194.67139607301,0.5498808214184400,0.16172965335836500,0.38815116806007500,0.06469186134334590,0.032345930671673000,0.032345930671673000,20.863125283229100,9.768471062845230,11.094654220383800
2011,San Diego,All Combined,All Combined,11009,65100,49.6,14.97,101410,30655,67705,3050,19,8,11,1,1,0,566,265,301,,,3115810,1018870,1480010,146443,12463,358318,102822,0.32,0.47,0.04,0,0.11,0.03,3254.6913964587100,983.8533158311960,2172.950211983400,97.8878686441086,353.32706423048900,2089.3443438463800,0.6097932800780540,0.25675506529602300,0.353038214782031,0.03209438316200280,0.03209438316200280,0,18.165420869693600,8.505011537930750,9.660409331762850
2012,San Diego,All Combined,All Combined,11839,69624,52.34,14.72,94625,30474,62035,2116,11,3,8,0,0,0,599,300,299,,,3128387,1022983,1485984,147034,12514,359765,103237,0.32,0.47,0.04,0,0.11,0.03,3024.721685648230,974.1122182134120,1982.9707769531100,67.63869048170830,378.43783393806500,2225.5558535437000,0.35161890136993900,0.09589606400998340,0.25572283735995600,0,0,0,19.147247447326700,9.589606400998340,9.557641046328350
